County FIPS Code,State Name,County Name,No CSR,Yes CSR,Total Plan Selections
20027,KS,Clay County,101,139,240
20029,KS,Cloud County,125,176,301
20031,KS,Coffey County,117,181,298
20033,KS,Comanche County,37,38,75
20035,KS,Cowley County,357,569,926
20037,KS,Crawford County,426,696,1122
20039,KS,Decatur County,40,82,122
20041,KS,Dickinson County,226,460,686
20043,KS,Doniphan County,85,150,235
20045,KS,Douglas County,2399,2933,5332
20047,KS,Edwards County,33,53,86
20049,KS,Elk County,42,116,158
20051,KS,Ellis County,322,498,820
20053,KS,Ellsworth County,86,136,222
20055,KS,Finney County,407,743,1150
20057,KS,Ford County,291,489,780
20059,KS,Franklin County,387,683,1070
20061,KS,Geary County,211,374,585
20063,KS,Gove County,65,66,131
20065,KS,Graham County,33,56,89
20067,KS,Grant County,96,126,222
20069,KS,Gray County,90,86,176
20071,KS,Greeley County,31,27,58
20073,KS,Greenwood County,75,154,229
20075,KS,Hamilton County,30,56,86
20077,KS,Harper County,71,148,219
20079,KS,Harvey County,447,643,1090
20081,KS,Haskell County,68,67,135
20083,KS,Hodgeman County,24,54,78
20085,KS,Jackson County,160,215,375
20087,KS,Jefferson County,253,388,641
20089,KS,Jewell County,66,77,143
20091,KS,Johnson County,13027,13038,26065
20093,KS,Kearny County,48,93,141
20095,KS,Kingman County,111,162,273
20097,KS,Kiowa County,34,56,90
20099,KS,Labette County,187,377,564
20101,KS,Lane County,28,37,65
20103,KS,Leavenworth County,921,1194,2115
20105,KS,Lincoln County,41,99,140
20107,KS,Linn County,131,236,367
20109,KS,Logan County,41,63,104
20111,KS,Lyon County,403,783,1186
20113,KS,McPherson County,330,515,845
20115,KS,Marion County,172,185,357
20117,KS,Marshall County,150,201,351
20119,KS,Meade County,43,72,115
20121,KS,Miami County,518,688,1206
20123,KS,Mitchell County,136,153,289
20125,KS,Montgomery County,341,620,961
20127,KS,Morris County,105,139,244
20129,KS,Morton County,13,58,71
20131,KS,Nemaha County,137,163,300
20133,KS,Neosho County,205,356,561
20135,KS,Ness County,28,45,73
20137,KS,Norton County,74,102,176
20139,KS,Osage County,174,292,466
20141,KS,Osborne County,82,97,179
20143,KS,Ottawa County,89,122,211
20145,KS,Pawnee County,86,136,222
20147,KS,Phillips County,66,142,208
20149,KS,Pottawatomie County,274,366,640
20151,KS,Pratt County,134,196,330
20153,KS,Rawlins County,42,69,111
20155,KS,Reno County,855,1323,2178
20157,KS,Republic County,72,113,185
20159,KS,Rice County,128,167,295
20161,KS,Riley County,650,899,1549
20163,KS,Rooks County,78,122,200
20165,KS,Rush County,35,42,77
20167,KS,Russell County,85,203,288
20169,KS,Saline County,771,1212,1983
20171,KS,Scott County,59,79,138
20173,KS,Sedgwick County,6650,10113,16763
20175,KS,Seward County,185,393,578
20177,KS,Shawnee County,2009,3074,5083
20179,KS,Sheridan County,65,51,116
20181,KS,Sherman County,93,101,194
20183,KS,Smith County,72,134,206
20185,KS,Stafford County,68,101,169
20187,KS,Stanton County,31,45,76
20189,KS,Stevens County,69,76,145
20191,KS,Sumner County,279,416,695
20193,KS,Thomas County,128,167,295
20195,KS,Trego County,43,51,94
20197,KS,Wabaunsee County,86,115,201
20199,KS,Wallace County,30,30,60
20201,KS,Washington County,88,110,198
20203,KS,Wichita County,27,35,62
20205,KS,Wilson County,106,154,260
20207,KS,Woodson County,67,105,172
20209,KS,Wyandotte County,2554,3549,6103
22001,LA,Acadia Parish,739,1462,2201
22003,LA,Allen Parish,245,319,564
22005,LA,Ascension Parish,1684,2373,4057
22007,LA,Assumption Parish,317,503,820
22009,LA,Avoyelles Parish,715,1112,1827
22011,LA,Beauregard Parish,461,562,1023
22013,LA,Bienville Parish,225,358,583
22015,LA,Bossier Parish,1833,2621,4454
22017,LA,Caddo Parish,4214,7045,11259
22019,LA,Calcasieu Parish,3001,3741,6742
22021,LA,Caldwell Parish,154,232,386
22023,LA,Cameron Parish,77,139,216
22025,LA,Catahoula Parish,257,334,591
22027,LA,Claiborne Parish,255,375,630
22029,LA,Concordia Parish,339,576,915
22031,LA,De Soto Parish,422,607,1029
22033,LA,East Baton Rouge Parish,7968,14927,22895
22035,LA,East Carroll Parish,173,187,360
22037,LA,East Feliciana Parish,298,466,764
22039,LA,Evangeline Parish,368,619,987
22041,LA,Franklin Parish,455,614,1069
22043,LA,Grant Parish,286,350,636
22045,LA,Iberia Parish,1013,1720,2733
22047,LA,Iberville Parish,473,874,1347
22049,LA,Jackson Parish,266,405,671
22051,LA,Jefferson Parish,9164,18800,27964
22053,LA,Jefferson Davis Parish,435,1090,1525
22055,LA,Lafayette Parish,4453,6823,11276
22057,LA,Lafourche Parish,1246,2126,3372
22059,LA,La Salle Parish,209,243,452
22061,LA,Lincoln Parish,870,969,1839
22063,LA,Livingston Parish,2135,2915,5050
22065,LA,Madison Parish,133,267,400
22067,LA,Morehouse Parish,536,796,1332
22069,LA,Natchitoches Parish,585,957,1542
22071,LA,Orleans Parish,9957,14518,24475
22073,LA,Ouachita Parish,3489,4460,7949
22075,LA,Plaquemines Parish,369,834,1203
22077,LA,Pointe Coupee Parish,374,647,1021
22079,LA,Rapides Parish,2382,3032,5414
22081,LA,Red River Parish,111,218,329
22083,LA,Richland Parish,463,626,1089
22085,LA,Sabine Parish,314,522,836
22087,LA,St. Bernard Parish,852,1217,2069
22089,LA,St. Charles Parish,849,1168,2017
22091,LA,St. Helena Parish,209,303,512
22093,LA,St. James Parish,261,455,716
22095,LA,St. John the Baptist Parish,766,1204,1970
22097,LA,St. Landry Parish,1377,2144,3521
22099,LA,St. Martin Parish,928,1354,2282
22101,LA,St. Mary Parish,633,1215,1848
22103,LA,St. Tammany Parish,5534,8490,14024
22105,LA,Tangipahoa Parish,2050,3005,5055
22107,LA,Tensas Parish,108,169,277
22109,LA,Terrebonne Parish,1449,2175,3624
22111,LA,Union Parish,440,548,988
22113,LA,Vermilion Parish,968,1349,2317
22115,LA,Vernon Parish,507,650,1157
22117,LA,Washington Parish,548,1070,1618
22119,LA,Webster Parish,717,1068,1785
22121,LA,West Baton Rouge Parish,361,726,1087
22123,LA,West Carroll Parish,176,233,409
22125,LA,West Feliciana Parish,170,256,426
22127,LA,Winn Parish,244,370,614
23001,ME,Androscoggin County,1963,2631,4594
23003,ME,Aroostook County,1658,2726,4384
23005,ME,Cumberland County,9047,9186,18233
23007,ME,Franklin County,819,1235,2054
23009,ME,Hancock County,2712,2956,5668
23011,ME,Kennebec County,2396,3243,5639
23013,ME,Knox County,2186,2211,4397
23015,ME,Lincoln County,1380,1838,3218
23017,ME,Oxford County,1553,2570,4123
23019,ME,Penobscot County,3128,4767,7895
23021,ME,Piscataquis County,383,640,1023
23023,ME,Sagadahoc County,984,1143,2127
23025,ME,Somerset County,966,1637,2603
23027,ME,Waldo County,1421,1832,3253
23029,ME,Washington County,968,1559,2527
23031,ME,York County,5804,6517,12321
26001,MI,Alcona County,208,221,429
26003,MI,Alger County,209,207,416
26005,MI,Allegan County,2384,2199,4583
26007,MI,Alpena County,556,567,1123
26009,MI,Antrim County,632,596,1228
26011,MI,Arenac County,254,291,545
26013,MI,Baraga County,156,148,304
26015,MI,Barry County,1076,994,2070
26017,MI,Bay County,1474,1503,2977
26019,MI,Benzie County,568,490,1058
26021,MI,Berrien County,3436,2684,6120
26023,MI,Branch County,742,747,1489
26025,MI,Calhoun County,1612,1615,3227
26027,MI,Cass County,1078,827,1905
26029,MI,Charlevoix County,789,649,1438
26031,MI,Cheboygan County,556,683,1239
26033,MI,Chippewa County,496,496,992
26035,MI,Clare County,415,448,863
26037,MI,Clinton County,1261,935,2196
26039,MI,Crawford County,260,244,504
26041,MI,Delta County,1088,861,1949
26043,MI,Dickinson County,839,577,1416
26045,MI,Eaton County,1499,1525,3024
26047,MI,Emmet County,1284,953,2237
26049,MI,Genesee County,5328,5603,10931
26051,MI,Gladwin County,394,351,745
26053,MI,Gogebic County,365,446,811
26055,MI,Grand Traverse County,2601,2384,4985
26057,MI,Gratiot County,535,593,1128
26059,MI,Hillsdale County,851,901,1752
26061,MI,Houghton County,843,775,1618
26063,MI,Huron County,809,742,1551
26065,MI,Ingham County,3916,3531,7447
26067,MI,Ionia County,881,853,1734
26069,MI,Iosco County,437,448,885
26071,MI,Iron County,317,352,669
26073,MI,Isabella County,854,823,1677
26075,MI,Jackson County,2196,2064,4260
26077,MI,Kalamazoo County,3905,4078,7983
26079,MI,Kalkaska County,331,331,662
26081,MI,Kent County,10267,10720,20987
26083,MI,Keweenaw County,83,49,132
26085,MI,Lake County,193,209,402
26087,MI,Lapeer County,1784,1629,3413
26089,MI,Leelanau County,981,784,1765
26091,MI,Lenawee County,1723,1506,3229
26093,MI,Livingston County,4320,3774,8094
26095,MI,Luce County,86,81,167
26097,MI,Mackinac County,271,285,556
26099,MI,Macomb County,15041,21673,36714
26101,MI,Manistee County,469,499,968
26103,MI,Marquette County,1368,1223,2591
26105,MI,Mason County,588,650,1238
26107,MI,Mecosta County,574,580,1154
26109,MI,Menominee County,679,594,1273
26111,MI,Midland County,1320,1228,2548
26113,MI,Missaukee County,388,397,785
26115,MI,Monroe County,1974,2208,4182
26117,MI,Montcalm County,1063,1092,2155
26119,MI,Montmorency County,181,167,348
26121,MI,Muskegon County,2044,2914,4958
26123,MI,Newaygo County,771,799,1570
26125,MI,Oakland County,26883,27292,54175
26127,MI,Oceana County,339,512,851
26129,MI,Ogemaw County,387,479,866
26131,MI,Ontonagon County,183,157,340
26133,MI,Osceola County,367,436,803
26135,MI,Oscoda County,154,177,331
26137,MI,Otsego County,618,522,1140
26139,MI,Ottawa County,5454,4425,9879
26141,MI,Presque Isle County,370,311,681
26143,MI,Roscommon County,395,477,872
26145,MI,Saginaw County,2499,2848,5347
26147,MI,St. Clair County,3230,3270,6500
26149,MI,St. Joseph County,925,889,1814
26151,MI,Sanilac County,910,994,1904
26153,MI,Schoolcraft County,217,205,422
26155,MI,Shiawassee County,985,1150,2135
26157,MI,Tuscola County,932,911,1843
26159,MI,Van Buren County,1470,1330,2800
26161,MI,Washtenaw County,7310,6219,13529
26163,MI,Wayne County,20408,26347,46755
26165,MI,Wexford County,644,774,1418
29001,MO,Adair County,383,549,932
29003,MO,Andrew County,297,415,712
29005,MO,Atchison County,120,156,276
29007,MO,Audrain County,298,537,835
29009,MO,Barry County,662,1248,1910
29011,MO,Barton County,205,409,614
29013,MO,Bates County,396,593,989
29015,MO,Benton County,447,717,1164
29017,MO,Bollinger County,180,356,536
29019,MO,Boone County,3061,3748,6809
29021,MO,Buchanan County,1284,1589,2873
29023,MO,Butler County,561,925,1486
29025,MO,Caldwell County,168,227,395
29027,MO,Callaway County,531,878,1409
29029,MO,Camden County,1087,1803,2890
29031,MO,Cape Girardeau County,1065,1550,2615
29033,MO,Carroll County,197,313,510
29035,MO,Carter County,132,192,324
29037,MO,Cass County,1981,2742,4723
29039,MO,Cedar County,223,388,611
29041,MO,Chariton County,132,250,382
29043,MO,Christian County,1788,3240,5028
29045,MO,Clark County,120,194,314
29047,MO,Clay County,4432,5683,10115
29049,MO,Clinton County,381,469,850
29051,MO,Cole County,837,1572,2409
29053,MO,Cooper County,339,510,849
29055,MO,Crawford County,316,681,997
29057,MO,Dade County,171,277,448
29059,MO,Dallas County,326,652,978
29061,MO,Daviess County,134,206,340
29063,MO,DeKalb County,170,320,490
29065,MO,Dent County,221,398,619
29067,MO,Douglas County,278,641,919
29069,MO,Dunklin County,427,630,1057
29071,MO,Franklin County,2075,2703,4778
29073,MO,Gasconade County,235,533,768
29075,MO,Gentry County,144,255,399
29077,MO,Greene County,5978,10437,16415
29079,MO,Grundy County,151,155,306
29081,MO,Harrison County,117,262,379
29083,MO,Henry County,400,601,1001
29085,MO,Hickory County,190,379,569
29087,MO,Holt County,87,157,244
29089,MO,Howard County,218,269,487
29091,MO,Howell County,645,1476,2121
29093,MO,Iron County,159,197,356
29095,MO,Jackson County,15924,17947,33871
29097,MO,Jasper County,1673,2719,4392
29099,MO,Jefferson County,4440,5964,10404
29101,MO,Johnson County,808,1074,1882
29103,MO,Knox County,73,182,255
29105,MO,Laclede County,753,1680,2433
29107,MO,Lafayette County,730,1111,1841
29109,MO,Lawrence County,632,1221,1853
29111,MO,Lewis County,202,257,459
29113,MO,Lincoln County,750,1192,1942
29115,MO,Linn County,227,273,500
29117,MO,Livingston County,282,336,618
29119,MO,McDonald County,295,490,785
29121,MO,Macon County,256,412,668
29123,MO,Madison County,175,338,513
29125,MO,Maries County,114,216,330
29127,MO,Marion County,537,694,1231
29129,MO,Mercer County,52,103,155
29131,MO,Miller County,477,818,1295
29133,MO,Mississippi County,154,281,435
29135,MO,Moniteau County,192,310,502
29137,MO,Monroe County,159,258,417
29139,MO,Montgomery County,175,337,512
29141,MO,Morgan County,354,655,1009
29143,MO,New Madrid County,242,451,693
29145,MO,Newton County,885,1531,2416
29147,MO,Nodaway County,422,541,963
29149,MO,Oregon County,202,395,597
29151,MO,Osage County,192,288,480
29153,MO,Ozark County,203,404,607
29155,MO,Pemiscot County,263,484,747
29157,MO,Perry County,247,372,619
29159,MO,Pettis County,770,1186,1956
29161,MO,Phelps County,511,1183,1694
29163,MO,Pike County,270,443,713
29165,MO,Platte County,2081,2180,4261
29167,MO,Polk County,574,1019,1593
29169,MO,Pulaski County,395,666,1061
29171,MO,Putnam County,78,129,207
29173,MO,Ralls County,186,261,447
29175,MO,Randolph County,266,579,845
29177,MO,Ray County,459,722,1181
29179,MO,Reynolds County,69,204,273
29181,MO,Ripley County,174,301,475
29183,MO,St. Charles County,7298,8589,15887
29185,MO,St. Clair County,181,250,431
29186,MO,Ste. Genevieve County,272,402,674
29187,MO,St. Francois County,689,1274,1963
29189,MO,St. Louis County,27830,27891,55721
29195,MO,Saline County,336,460,796
29197,MO,Schuyler County,72,128,200
29199,MO,Scotland County,116,156,272
29201,MO,Scott County,451,792,1243
29203,MO,Shannon County,189,481,670
29205,MO,Shelby County,161,271,432
29207,MO,Stoddard County,417,757,1174
29209,MO,Stone County,950,1525,2475
29211,MO,Sullivan County,90,168,258
29213,MO,Taney County,1592,2657,4249
29215,MO,Texas County,301,748,1049
29217,MO,Vernon County,362,457,819
29219,MO,Warren County,511,797,1308
29221,MO,Washington County,250,461,711
29223,MO,Wayne County,122,398,520
29225,MO,Webster County,789,1399,2188
29227,MO,Worth County,47,79,126
29229,MO,Wright County,352,805,1157
29510,MO,St. Louis city,9925,9588,19513
28001,MS,Adams County,341,1131,1472
28003,MS,Alcorn County,191,893,1084
28005,MS,Amite County,105,342,447
28007,MS,Attala County,144,440,584
28009,MS,Benton County,56,205,261
28011,MS,Bolivar County,278,1037,1315
28013,MS,Calhoun County,73,276,349
28015,MS,Carroll County,78,216,294
28017,MS,Chickasaw County,127,501,628
28019,MS,Choctaw County,.,.,168
28021,MS,Claiborne County,79,273,352
28023,MS,Clarke County,108,378,486
28025,MS,Clay County,110,501,611
28027,MS,Coahoma County,216,544,760
28029,MS,Copiah County,348,911,1259
28031,MS,Covington County,158,730,888
28033,MS,DeSoto County,2273,4804,7077
28035,MS,Forrest County,675,1962,2637
28037,MS,Franklin County,72,230,302
28039,MS,George County,124,297,421
28041,MS,Greene County,83,280,363
28043,MS,Grenada County,160,598,758
28045,MS,Hancock County,406,1396,1802
28047,MS,Harrison County,1261,3759,5020
28049,MS,Hinds County,5208,12244,17452
28051,MS,Holmes County,187,607,794
28053,MS,Humphreys County,107,230,337
28055,MS,Issaquena County,.,.,13
28057,MS,Itawamba County,117,381,498
28059,MS,Jackson County,1009,2989,3998
28061,MS,Jasper County,108,477,585
28063,MS,Jefferson County,79,359,438
28065,MS,Jefferson Davis County,107,398,505
28067,MS,Jones County,434,1735,2169
28069,MS,Kemper County,69,243,312
28071,MS,Lafayette County,377,804,1181
28073,MS,Lamar County,493,1319,1812
28075,MS,Lauderdale County,469,1694,2163
28077,MS,Lawrence County,134,436,570
28079,MS,Leake County,145,461,606
28081,MS,Lee County,695,1887,2582
28083,MS,Leflore County,277,657,934
28085,MS,Lincoln County,300,893,1193
28087,MS,Lowndes County,426,1547,1973
28089,MS,Madison County,1738,3435,5173
28091,MS,Marion County,184,865,1049
28093,MS,Marshall County,424,1107,1531
28095,MS,Monroe County,233,737,970
28097,MS,Montgomery County,82,271,353
28099,MS,Neshoba County,118,380,498
28101,MS,Newton County,128,450,578
28103,MS,Noxubee County,79,332,411
28105,MS,Oktibbeha County,319,778,1097
28107,MS,Panola County,256,790,1046
28109,MS,Pearl River County,529,1569,2098
28111,MS,Perry County,105,305,410
28113,MS,Pike County,364,1163,1527
28115,MS,Pontotoc County,170,475,645
28117,MS,Prentiss County,121,468,589
28119,MS,Quitman County,84,164,248
28121,MS,Rankin County,1756,3911,5667
28123,MS,Scott County,212,538,750
28125,MS,Sharkey County,50,153,203
28127,MS,Simpson County,233,718,951
28129,MS,Smith County,120,419,539
28131,MS,Stone County,98,340,438
28133,MS,Sunflower County,268,862,1130
28135,MS,Tallahatchie County,102,288,390
28137,MS,Tate County,267,691,958
28139,MS,Tippah County,117,455,572
28141,MS,Tishomingo County,102,438,540
28143,MS,Tunica County,142,296,438
28145,MS,Union County,146,482,628
28147,MS,Walthall County,148,598,746
28149,MS,Warren County,471,1168,1639
28151,MS,Washington County,615,1514,2129
28153,MS,Wayne County,142,754,896
28155,MS,Webster County,61,191,252
28157,MS,Wilkinson County,98,266,364
28159,MS,Winston County,135,560,695
28161,MS,Yalobusha County,83,224,307
28163,MS,Yazoo County,205,555,760
30001,MT,Beaverhead County,293,279,572
30003,MT,Big Horn County,196,184,380
30005,MT,Blaine County,118,232,350
30007,MT,Broadwater County,163,110,273
30009,MT,Carbon County,513,415,928
30011,MT,Carter County,67,27,94
30013,MT,Cascade County,1566,1522,3088
30015,MT,Chouteau County,169,191,360
30017,MT,Custer County,255,237,492
30019,MT,Daniels County,60,47,107
30021,MT,Dawson County,239,207,446
30023,MT,Deer Lodge County,191,150,341
30025,MT,Fallon County,47,68,115
30027,MT,Fergus County,408,318,726
30029,MT,Flathead County,3871,2995,6866
30031,MT,Gallatin County,5029,3464,8493
30033,MT,Garfield County,85,84,169
30035,MT,Glacier County,114,260,374
30037,MT,Golden Valley County,35,25,60
30039,MT,Granite County,169,137,306
30041,MT,Hill County,313,507,820
30043,MT,Jefferson County,308,265,573
30045,MT,Judith Basin County,118,69,187
30047,MT,Lake County,781,739,1520
30049,MT,Lewis and Clark County,1486,1252,2738
30051,MT,Liberty County,89,163,252
30053,MT,Lincoln County,509,516,1025
30055,MT,McCone County,52,62,114
30057,MT,Madison County,460,350,810
30059,MT,Meagher County,69,43,112
30061,MT,Mineral County,114,112,226
30063,MT,Missoula County,4454,3226,7680
30065,MT,Musselshell County,132,98,230
30067,MT,Park County,843,621,1464
30069,MT,Petroleum County,38,20,58
30071,MT,Phillips County,158,159,317
30073,MT,Pondera County,120,207,327
30075,MT,Powder River County,111,65,176
30077,MT,Powell County,145,94,239
30079,MT,Prairie County,54,25,79
30081,MT,Ravalli County,1582,1238,2820
30083,MT,Richland County,216,153,369
30085,MT,Roosevelt County,250,184,434
30087,MT,Rosebud County,113,108,221
30089,MT,Sanders County,431,323,754
30091,MT,Sheridan County,235,136,371
30093,MT,Silver Bow County,721,678,1399
30095,MT,Stillwater County,270,204,474
30097,MT,Sweet Grass County,206,171,377
30099,MT,Teton County,236,180,416
30101,MT,Toole County,90,273,363
30103,MT,Treasure County,43,25,68
30105,MT,Valley County,265,162,427
30107,MT,Wheatland County,77,58,135
30109,MT,Wibaux County,19,33,52
30111,MT,Yellowstone County,3345,2600,5945
37001,NC,Alamance County,3083,4945,8028
37003,NC,Alexander County,757,1478,2235
37005,NC,Alleghany County,232,553,785
37007,NC,Anson County,371,843,1214
37009,NC,Ashe County,558,1444,2002
37011,NC,Avery County,420,1057,1477
37013,NC,Beaufort County,829,2950,3779
37015,NC,Bertie County,231,738,969
37017,NC,Bladen County,522,1193,1715
37019,NC,Brunswick County,3070,5295,8365
37021,NC,Buncombe County,9466,13825,23291
37023,NC,Burke County,1451,2889,4340
37025,NC,Cabarrus County,4959,8516,13475
37027,NC,Caldwell County,1554,3113,4667
37029,NC,Camden County,127,291,418
37031,NC,Carteret County,1639,3767,5406
37033,NC,Caswell County,333,753,1086
37035,NC,Catawba County,3327,6429,9756
37037,NC,Chatham County,1805,2298,4103
37039,NC,Cherokee County,520,1159,1679
37041,NC,Chowan County,238,507,745
37043,NC,Clay County,278,525,803
37045,NC,Cleveland County,1905,2991,4896
37047,NC,Columbus County,886,2142,3028
37049,NC,Craven County,1342,3648,4990
37051,NC,Cumberland County,3989,8622,12611
37053,NC,Currituck County,608,950,1558
37055,NC,Dare County,1584,2853,4437
37057,NC,Davidson County,2970,6611,9581
37059,NC,Davie County,803,1578,2381
37061,NC,Duplin County,677,2071,2748
37063,NC,Durham County,7866,9392,17258
37065,NC,Edgecombe County,592,2472,3064
37067,NC,Forsyth County,7015,14672,21687
37069,NC,Franklin County,1300,2483,3783
37071,NC,Gaston County,4442,7009,11451
37073,NC,Gates County,133,282,415
37075,NC,Graham County,108,319,427
37077,NC,Granville County,1073,1557,2630
37079,NC,Greene County,234,660,894
37081,NC,Guilford County,12586,22301,34887
37083,NC,Halifax County,603,2154,2757
37085,NC,Harnett County,1752,3488,5240
37087,NC,Haywood County,1424,2592,4016
37089,NC,Henderson County,2790,4374,7164
37091,NC,Hertford County,231,799,1030
37093,NC,Hoke County,503,1444,1947
37095,NC,Hyde County,121,262,383
37097,NC,Iredell County,4715,7022,11737
37099,NC,Jackson County,693,1303,1996
37101,NC,Johnston County,3728,6214,9942
37103,NC,Jones County,150,441,591
37105,NC,Lee County,925,1957,2882
37107,NC,Lenoir County,701,2039,2740
37109,NC,Lincoln County,1900,2751,4651
37111,NC,McDowell County,728,1629,2357
37113,NC,Macon County,917,1756,2673
37115,NC,Madison County,602,1056,1658
37117,NC,Martin County,344,1178,1522
37119,NC,Mecklenburg County,29299,50298,79597
37121,NC,Mitchell County,372,780,1152
37123,NC,Montgomery County,380,855,1235
37125,NC,Moore County,1794,3742,5536
37127,NC,Nash County,1421,3317,4738
37129,NC,New Hanover County,6240,11430,17670
37131,NC,Northampton County,217,663,880
37133,NC,Onslow County,1889,4496,6385
37135,NC,Orange County,3969,4112,8081
37137,NC,Pamlico County,222,549,771
37139,NC,Pasquotank County,581,1252,1833
37141,NC,Pender County,1346,2482,3828
37143,NC,Perquimans County,203,421,624
37145,NC,Person County,776,1399,2175
37147,NC,Pitt County,2377,7183,9560
37149,NC,Polk County,522,922,1444
37151,NC,Randolph County,2777,5497,8274
37153,NC,Richmond County,459,1370,1829
37155,NC,Robeson County,1565,6412,7977
37157,NC,Rockingham County,1460,4092,5552
37159,NC,Rowan County,2635,5358,7993
37161,NC,Rutherford County,1217,2548,3765
37163,NC,Sampson County,823,2176,2999
37165,NC,Scotland County,350,1178,1528
37167,NC,Stanly County,1239,2244,3483
37169,NC,Stokes County,768,1867,2635
37171,NC,Surry County,1199,2939,4138
37173,NC,Swain County,248,571,819
37175,NC,Transylvania County,949,1695,2644
37177,NC,Tyrrell County,61,347,408
37179,NC,Union County,6793,9212,16005
37181,NC,Vance County,862,1473,2335
37183,NC,Wake County,29537,36354,65891
37185,NC,Warren County,304,547,851
37187,NC,Washington County,174,604,778
37189,NC,Watauga County,1318,2321,3639
37191,NC,Wayne County,1369,3088,4457
37193,NC,Wilkes County,1047,3130,4177
37195,NC,Wilson County,1290,2876,4166
37197,NC,Yadkin County,525,1481,2006
37199,NC,Yancey County,425,844,1269
38001,ND,Adams County,64,60,124
38003,ND,Barnes County,229,138,367
38005,ND,Benson County,91,58,149
38007,ND,Billings County,.,.,40
38009,ND,Bottineau County,127,106,233
38011,ND,Bowman County,100,72,172
38013,ND,Burke County,31,24,55
38015,ND,Burleigh County,1206,959,2165
38017,ND,Cass County,2323,2016,4339
38019,ND,Cavalier County,159,47,206
38021,ND,Dickey County,189,130,319
38023,ND,Divide County,48,35,83
38025,ND,Dunn County,108,46,154
38027,ND,Eddy County,40,48,88
38029,ND,Emmons County,134,130,264
38031,ND,Foster County,83,69,152
38033,ND,Golden Valley County,55,33,88
38035,ND,Grand Forks County,891,743,1634
38037,ND,Grant County,84,60,144
38039,ND,Griggs County,60,55,115
38041,ND,Hettinger County,77,55,132
38043,ND,Kidder County,117,90,207
38045,ND,LaMoure County,154,75,229
38047,ND,Logan County,143,54,197
38049,ND,McHenry County,133,115,248
38051,ND,McIntosh County,82,92,174
38053,ND,McKenzie County,228,108,336
38055,ND,McLean County,192,131,323
38057,ND,Mercer County,115,137,252
38059,ND,Morton County,452,361,813
38061,ND,Mountrail County,106,83,189
38063,ND,Nelson County,112,66,178
38065,ND,Oliver County,28,25,53
38067,ND,Pembina County,123,109,232
38069,ND,Pierce County,146,110,256
38071,ND,Ramsey County,163,135,298
38073,ND,Ransom County,101,87,188
38075,ND,Renville County,49,38,87
38077,ND,Richland County,377,208,585
38079,ND,Rolette County,141,713,854
38081,ND,Sargent County,99,79,178
38083,ND,Sheridan County,70,45,115
38085,ND,Sioux County,.,.,42
38087,ND,Slope County,30,25,55
38089,ND,Stark County,485,344,829
38091,ND,Steele County,61,46,107
38093,ND,Stutsman County,357,253,610
38095,ND,Towner County,119,52,171
38097,ND,Traill County,147,101,248
38099,ND,Walsh County,182,141,323
38101,ND,Ward County,730,560,1290
38103,ND,Wells County,116,70,186
38105,ND,Williams County,430,298,728
31001,NE,Adams County,715,955,1670
31003,NE,Antelope County,336,242,578
31005,NE,Arthur County,.,.,51
31007,NE,Banner County,41,45,86
31009,NE,Blaine County,.,.,72
31011,NE,Boone County,238,287,525
31013,NE,Box Butte County,271,321,592
31015,NE,Boyd County,107,77,184
31017,NE,Brown County,119,127,246
31019,NE,Buffalo County,1173,1182,2355
31021,NE,Burt County,200,182,382
31023,NE,Butler County,278,228,506
31025,NE,Cass County,564,499,1063
31027,NE,Cedar County,445,251,696
31029,NE,Chase County,203,165,368
31031,NE,Cherry County,312,378,690
31033,NE,Cheyenne County,153,230,383
31035,NE,Clay County,231,239,470
31037,NE,Colfax County,189,280,469
31039,NE,Cuming County,421,309,730
31041,NE,Custer County,412,481,893
31043,NE,Dakota County,267,350,617
31045,NE,Dawes County,238,209,447
31047,NE,Dawson County,483,596,1079
31049,NE,Deuel County,50,58,108
31051,NE,Dixon County,94,183,277
31053,NE,Dodge County,852,908,1760
31055,NE,Douglas County,10760,10756,21516
31057,NE,Dundy County,80,85,165
31059,NE,Fillmore County,196,199,395
31061,NE,Franklin County,114,130,244
31063,NE,Frontier County,78,83,161
31065,NE,Furnas County,240,155,395
31067,NE,Gage County,521,535,1056
31069,NE,Garden County,78,120,198
31071,NE,Garfield County,122,141,263
31073,NE,Gosper County,73,57,130
31075,NE,Grant County,70,99,169
31077,NE,Greeley County,90,202,292
31079,NE,Hall County,1086,1465,2551
31081,NE,Hamilton County,246,213,459
31083,NE,Harlan County,81,122,203
31085,NE,Hayes County,44,56,100
31087,NE,Hitchcock County,161,139,300
31089,NE,Holt County,701,647,1348
31091,NE,Hooker County,50,54,104
31093,NE,Howard County,177,207,384
31095,NE,Jefferson County,222,158,380
31097,NE,Johnson County,97,98,195
31099,NE,Kearney County,191,214,405
31101,NE,Keith County,304,294,598
31103,NE,Keya Paha County,40,36,76
31105,NE,Kimball County,83,85,168
31107,NE,Knox County,333,366,699
31109,NE,Lancaster County,5677,6027,11704
31111,NE,Lincoln County,824,734,1558
31113,NE,Logan County,50,39,89
31115,NE,Loup County,31,53,84
31117,NE,McPherson County,.,.,39
31119,NE,Madison County,893,986,1879
31121,NE,Merrick County,249,240,489
31123,NE,Morrill County,113,227,340
31125,NE,Nance County,123,121,244
31127,NE,Nemaha County,155,167,322
