County FIPS Code,State Name,County Name,No APTC ,Yes APTC,Total Plan Selections
20025,KS,Clark County,.,.,60
20027,KS,Clay County,39,201,240
20029,KS,Cloud County,45,256,301
20031,KS,Coffey County,51,247,298
20033,KS,Comanche County,17,58,75
20035,KS,Cowley County,148,778,926
20037,KS,Crawford County,220,902,1122
20039,KS,Decatur County,18,104,122
20041,KS,Dickinson County,85,601,686
20043,KS,Doniphan County,30,205,235
20045,KS,Douglas County,1363,3969,5332
20047,KS,Edwards County,11,75,86
20049,KS,Elk County,13,145,158
20051,KS,Ellis County,124,696,820
20053,KS,Ellsworth County,46,176,222
20055,KS,Finney County,187,963,1150
20057,KS,Ford County,132,648,780
20059,KS,Franklin County,115,955,1070
20061,KS,Geary County,106,479,585
20063,KS,Gove County,23,108,131
20065,KS,Graham County,13,76,89
20067,KS,Grant County,44,178,222
20069,KS,Gray County,44,132,176
20071,KS,Greeley County,.,.,58
20073,KS,Greenwood County,31,198,229
20075,KS,Hamilton County,.,.,86
20077,KS,Harper County,26,193,219
20079,KS,Harvey County,183,907,1090
20081,KS,Haskell County,33,102,135
20083,KS,Hodgeman County,19,59,78
20085,KS,Jackson County,73,302,375
20087,KS,Jefferson County,92,549,641
20089,KS,Jewell County,37,106,143
20091,KS,Johnson County,5013,21052,26065
20093,KS,Kearny County,17,124,141
20095,KS,Kingman County,49,224,273
20097,KS,Kiowa County,17,73,90
20099,KS,Labette County,88,476,564
20101,KS,Lane County,.,.,65
20103,KS,Leavenworth County,439,1676,2115
20105,KS,Lincoln County,15,125,140
20107,KS,Linn County,35,332,367
20109,KS,Logan County,17,87,104
20111,KS,Lyon County,141,1045,1186
20113,KS,McPherson County,161,684,845
20115,KS,Marion County,63,294,357
20117,KS,Marshall County,52,299,351
20119,KS,Meade County,22,93,115
20121,KS,Miami County,232,974,1206
20123,KS,Mitchell County,67,222,289
20125,KS,Montgomery County,132,829,961
20127,KS,Morris County,50,194,244
20129,KS,Morton County,.,.,71
20131,KS,Nemaha County,47,253,300
20133,KS,Neosho County,87,474,561
20135,KS,Ness County,.,.,73
20137,KS,Norton County,25,151,176
20139,KS,Osage County,59,407,466
20141,KS,Osborne County,26,153,179
20143,KS,Ottawa County,36,175,211
20145,KS,Pawnee County,36,186,222
20147,KS,Phillips County,29,179,208
20149,KS,Pottawatomie County,125,515,640
20151,KS,Pratt County,50,280,330
20153,KS,Rawlins County,14,97,111
20155,KS,Reno County,371,1807,2178
20157,KS,Republic County,33,152,185
20159,KS,Rice County,59,236,295
20161,KS,Riley County,399,1150,1549
20163,KS,Rooks County,35,165,200
20165,KS,Rush County,13,64,77
20167,KS,Russell County,26,262,288
20169,KS,Saline County,314,1669,1983
20171,KS,Scott County,20,118,138
20173,KS,Sedgwick County,3219,13544,16763
20175,KS,Seward County,90,488,578
20177,KS,Shawnee County,942,4141,5083
20179,KS,Sheridan County,18,98,116
20181,KS,Sherman County,36,158,194
20183,KS,Smith County,31,175,206
20185,KS,Stafford County,19,150,169
20187,KS,Stanton County,.,.,76
20189,KS,Stevens County,32,113,145
20191,KS,Sumner County,117,578,695
20193,KS,Thomas County,45,250,295
20195,KS,Trego County,18,76,94
20197,KS,Wabaunsee County,33,168,201
20199,KS,Wallace County,21,39,60
20201,KS,Washington County,32,166,198
20203,KS,Wichita County,14,48,62
20205,KS,Wilson County,38,222,260
20207,KS,Woodson County,40,132,172
20209,KS,Wyandotte County,767,5336,6103
22001,LA,Acadia Parish,133,2068,2201
22003,LA,Allen Parish,53,511,564
22005,LA,Ascension Parish,442,3615,4057
22007,LA,Assumption Parish,65,755,820
22009,LA,Avoyelles Parish,118,1709,1827
22011,LA,Beauregard Parish,141,882,1023
22013,LA,Bienville Parish,42,541,583
22015,LA,Bossier Parish,475,3979,4454
22017,LA,Caddo Parish,1089,10170,11259
22019,LA,Calcasieu Parish,887,5855,6742
22021,LA,Caldwell Parish,44,342,386
22023,LA,Cameron Parish,.,.,216
22025,LA,Catahoula Parish,52,539,591
22027,LA,Claiborne Parish,40,590,630
22029,LA,Concordia Parish,61,854,915
22031,LA,De Soto Parish,105,924,1029
22033,LA,East Baton Rouge Parish,2501,20394,22895
22035,LA,East Carroll Parish,31,329,360
22037,LA,East Feliciana Parish,45,719,764
22039,LA,Evangeline Parish,85,902,987
22041,LA,Franklin Parish,58,1011,1069
22043,LA,Grant Parish,58,578,636
22045,LA,Iberia Parish,247,2486,2733
22047,LA,Iberville Parish,91,1256,1347
22049,LA,Jackson Parish,68,603,671
22051,LA,Jefferson Parish,2886,25078,27964
22053,LA,Jefferson Davis Parish,138,1387,1525
22055,LA,Lafayette Parish,1356,9920,11276
22057,LA,Lafourche Parish,349,3023,3372
22059,LA,La Salle Parish,53,399,452
22061,LA,Lincoln Parish,174,1665,1839
22063,LA,Livingston Parish,471,4579,5050
22065,LA,Madison Parish,29,371,400
22067,LA,Morehouse Parish,82,1250,1332
22069,LA,Natchitoches Parish,123,1419,1542
22071,LA,Orleans Parish,4104,20371,24475
22073,LA,Ouachita Parish,777,7172,7949
22075,LA,Plaquemines Parish,127,1076,1203
22077,LA,Pointe Coupee Parish,72,949,1021
22079,LA,Rapides Parish,441,4973,5414
22081,LA,Red River Parish,32,297,329
22083,LA,Richland Parish,73,1016,1089
22085,LA,Sabine Parish,72,764,836
22087,LA,St. Bernard Parish,170,1899,2069
22089,LA,St. Charles Parish,250,1767,2017
22091,LA,St. Helena Parish,30,482,512
22093,LA,St. James Parish,60,656,716
22095,LA,St. John the Baptist Parish,188,1782,1970
22097,LA,St. Landry Parish,265,3256,3521
22099,LA,St. Martin Parish,211,2071,2282
22101,LA,St. Mary Parish,146,1702,1848
22103,LA,St. Tammany Parish,1757,12267,14024
22105,LA,Tangipahoa Parish,488,4567,5055
22107,LA,Tensas Parish,.,.,277
22109,LA,Terrebonne Parish,354,3270,3624
22111,LA,Union Parish,75,913,988
22113,LA,Vermilion Parish,224,2093,2317
22115,LA,Vernon Parish,104,1053,1157
22117,LA,Washington Parish,92,1526,1618
22119,LA,Webster Parish,177,1608,1785
22121,LA,West Baton Rouge Parish,84,1003,1087
22123,LA,West Carroll Parish,38,371,409
22125,LA,West Feliciana Parish,.,.,426
22127,LA,Winn Parish,42,572,614
23001,ME,Androscoggin County,471,4123,4594
23003,ME,Aroostook County,281,4103,4384
23005,ME,Cumberland County,3702,14531,18233
23007,ME,Franklin County,165,1889,2054
23009,ME,Hancock County,528,5140,5668
23011,ME,Kennebec County,654,4985,5639
23013,ME,Knox County,664,3733,4397
23015,ME,Lincoln County,377,2841,3218
23017,ME,Oxford County,331,3792,4123
23019,ME,Penobscot County,717,7178,7895
23021,ME,Piscataquis County,89,934,1023
23023,ME,Sagadahoc County,373,1754,2127
23025,ME,Somerset County,173,2430,2603
23027,ME,Waldo County,319,2934,3253
23029,ME,Washington County,199,2328,2527
23031,ME,York County,2004,10317,12321
26001,MI,Alcona County,39,390,429
26003,MI,Alger County,20,396,416
26005,MI,Allegan County,582,4001,4583
26007,MI,Alpena County,83,1040,1123
26009,MI,Antrim County,146,1082,1228
26011,MI,Arenac County,51,494,545
26013,MI,Baraga County,19,285,304
26015,MI,Barry County,276,1794,2070
26017,MI,Bay County,334,2643,2977
26019,MI,Benzie County,156,902,1058
26021,MI,Berrien County,761,5359,6120
26023,MI,Branch County,139,1350,1489
26025,MI,Calhoun County,408,2819,3227
26027,MI,Cass County,224,1681,1905
26029,MI,Charlevoix County,166,1272,1438
26031,MI,Cheboygan County,125,1114,1239
26033,MI,Chippewa County,113,879,992
26035,MI,Clare County,93,770,863
26037,MI,Clinton County,411,1785,2196
26039,MI,Crawford County,39,465,504
26041,MI,Delta County,124,1825,1949
26043,MI,Dickinson County,117,1299,1416
26045,MI,Eaton County,468,2556,3024
26047,MI,Emmet County,348,1889,2237
26049,MI,Genesee County,1953,8978,10931
26051,MI,Gladwin County,86,659,745
26053,MI,Gogebic County,37,774,811
26055,MI,Grand Traverse County,714,4271,4985
26057,MI,Gratiot County,92,1036,1128
26059,MI,Hillsdale County,104,1648,1752
26061,MI,Houghton County,114,1504,1618
26063,MI,Huron County,186,1365,1551
26065,MI,Ingham County,1511,5936,7447
26067,MI,Ionia County,182,1552,1734
26069,MI,Iosco County,83,802,885
26071,MI,Iron County,25,644,669
26073,MI,Isabella County,261,1416,1677
26075,MI,Jackson County,491,3769,4260
26077,MI,Kalamazoo County,1237,6746,7983
26079,MI,Kalkaska County,89,573,662
26081,MI,Kent County,4301,16686,20987
26083,MI,Keweenaw County,15,117,132
26085,MI,Lake County,33,369,402
26087,MI,Lapeer County,494,2919,3413
26089,MI,Leelanau County,293,1472,1765
26091,MI,Lenawee County,362,2867,3229
26093,MI,Livingston County,1343,6751,8094
26095,MI,Luce County,14,153,167
26097,MI,Mackinac County,71,485,556
26099,MI,Macomb County,6157,30557,36714
26101,MI,Manistee County,113,855,968
26103,MI,Marquette County,239,2352,2591
26105,MI,Mason County,141,1097,1238
26107,MI,Mecosta County,116,1038,1154
26109,MI,Menominee County,85,1188,1273
26111,MI,Midland County,330,2218,2548
26113,MI,Missaukee County,79,706,785
26115,MI,Monroe County,648,3534,4182
26117,MI,Montcalm County,218,1937,2155
26119,MI,Montmorency County,25,323,348
26121,MI,Muskegon County,675,4283,4958
26123,MI,Newaygo County,168,1402,1570
26125,MI,Oakland County,12954,41221,54175
26127,MI,Oceana County,104,747,851
26129,MI,Ogemaw County,66,800,866
26131,MI,Ontonagon County,20,320,340
26133,MI,Osceola County,83,720,803
26135,MI,Oscoda County,33,298,331
26137,MI,Otsego County,149,991,1140
26139,MI,Ottawa County,1376,8503,9879
26141,MI,Presque Isle County,67,614,681
26143,MI,Roscommon County,78,794,872
26145,MI,Saginaw County,615,4732,5347
26147,MI,St. Clair County,747,5753,6500
26149,MI,St. Joseph County,198,1616,1814
26151,MI,Sanilac County,208,1696,1904
26153,MI,Schoolcraft County,37,385,422
26155,MI,Shiawassee County,248,1887,2135
26157,MI,Tuscola County,221,1622,1843
26159,MI,Van Buren County,369,2431,2800
26161,MI,Washtenaw County,3006,10523,13529
26163,MI,Wayne County,9569,37186,46755
26165,MI,Wexford County,138,1280,1418
29001,MO,Adair County,121,811,932
29003,MO,Andrew County,75,637,712
29005,MO,Atchison County,20,256,276
29007,MO,Audrain County,78,757,835
29009,MO,Barry County,152,1758,1910
29011,MO,Barton County,36,578,614
29013,MO,Bates County,58,931,989
29015,MO,Benton County,93,1071,1164
29017,MO,Bollinger County,35,501,536
29019,MO,Boone County,1120,5689,6809
29021,MO,Buchanan County,280,2593,2873
29023,MO,Butler County,161,1325,1486
29025,MO,Caldwell County,36,359,395
29027,MO,Callaway County,151,1258,1409
29029,MO,Camden County,237,2653,2890
29031,MO,Cape Girardeau County,314,2301,2615
29033,MO,Carroll County,47,463,510
29035,MO,Carter County,29,295,324
29037,MO,Cass County,709,4014,4723
29039,MO,Cedar County,38,573,611
29041,MO,Chariton County,28,354,382
29043,MO,Christian County,391,4637,5028
29045,MO,Clark County,17,297,314
29047,MO,Clay County,1693,8422,10115
29049,MO,Clinton County,86,764,850
29051,MO,Cole County,280,2129,2409
29053,MO,Cooper County,123,726,849
29055,MO,Crawford County,57,940,997
29057,MO,Dade County,32,416,448
29059,MO,Dallas County,64,914,978
29061,MO,Daviess County,26,314,340
29063,MO,DeKalb County,32,458,490
29065,MO,Dent County,42,577,619
29067,MO,Douglas County,53,866,919
29069,MO,Dunklin County,110,947,1057
29071,MO,Franklin County,638,4140,4778
29073,MO,Gasconade County,57,711,768
29075,MO,Gentry County,29,370,399
29077,MO,Greene County,1633,14782,16415
29079,MO,Grundy County,16,290,306
29081,MO,Harrison County,25,354,379
29083,MO,Henry County,88,913,1001
29085,MO,Hickory County,26,543,569
29087,MO,Holt County,15,229,244
29089,MO,Howard County,49,438,487
29091,MO,Howell County,137,1984,2121
29093,MO,Iron County,22,334,356
29095,MO,Jackson County,6080,27791,33871
29097,MO,Jasper County,518,3874,4392
29099,MO,Jefferson County,1561,8843,10404
29101,MO,Johnson County,226,1656,1882
29103,MO,Knox County,15,240,255
29105,MO,Laclede County,156,2277,2433
29107,MO,Lafayette County,155,1686,1841
29109,MO,Lawrence County,129,1724,1853
29111,MO,Lewis County,33,426,459
29113,MO,Lincoln County,261,1681,1942
29115,MO,Linn County,38,462,500
29117,MO,Livingston County,48,570,618
29119,MO,McDonald County,72,713,785
29121,MO,Macon County,48,620,668
29123,MO,Madison County,49,464,513
29125,MO,Maries County,23,307,330
29127,MO,Marion County,92,1139,1231
29129,MO,Mercer County,11,144,155
29131,MO,Miller County,98,1197,1295
29133,MO,Mississippi County,48,387,435
29135,MO,Moniteau County,41,461,502
29137,MO,Monroe County,31,386,417
29139,MO,Montgomery County,46,466,512
29141,MO,Morgan County,65,944,1009
29143,MO,New Madrid County,69,624,693
29145,MO,Newton County,234,2182,2416
29147,MO,Nodaway County,86,877,963
29149,MO,Oregon County,30,567,597
29151,MO,Osage County,52,428,480
29153,MO,Ozark County,43,564,607
29155,MO,Pemiscot County,92,655,747
29157,MO,Perry County,57,562,619
29159,MO,Pettis County,179,1777,1956
29161,MO,Phelps County,132,1562,1694
29163,MO,Pike County,51,662,713
29165,MO,Platte County,874,3387,4261
29167,MO,Polk County,118,1475,1593
29169,MO,Pulaski County,86,975,1061
29171,MO,Putnam County,.,.,207
29173,MO,Ralls County,37,410,447
29175,MO,Randolph County,55,790,845
29177,MO,Ray County,109,1072,1181
29179,MO,Reynolds County,16,257,273
29181,MO,Ripley County,24,451,475
29183,MO,St. Charles County,2985,12902,15887
29185,MO,St. Clair County,16,415,431
29186,MO,Ste. Genevieve County,74,600,674
29187,MO,St. Francois County,236,1727,1963
29189,MO,St. Louis County,9130,46591,55721
29195,MO,Saline County,66,730,796
29197,MO,Schuyler County,17,183,200
29199,MO,Scotland County,20,252,272
29201,MO,Scott County,106,1137,1243
29203,MO,Shannon County,24,646,670
29205,MO,Shelby County,23,409,432
29207,MO,Stoddard County,104,1070,1174
29209,MO,Stone County,196,2279,2475
29211,MO,Sullivan County,20,238,258
29213,MO,Taney County,367,3882,4249
29215,MO,Texas County,31,1018,1049
29217,MO,Vernon County,56,763,819
29219,MO,Warren County,168,1140,1308
29221,MO,Washington County,74,637,711
29223,MO,Wayne County,27,493,520
29225,MO,Webster County,156,2032,2188
29227,MO,Worth County,.,.,126
29229,MO,Wright County,66,1091,1157
29510,MO,St. Louis city,3188,16325,19513
28001,MS,Adams County,128,1344,1472
28003,MS,Alcorn County,103,981,1084
28005,MS,Amite County,36,411,447
28007,MS,Attala County,50,534,584
28009,MS,Benton County,20,241,261
28011,MS,Bolivar County,100,1215,1315
28013,MS,Calhoun County,36,313,349
28015,MS,Carroll County,30,264,294
28017,MS,Chickasaw County,37,591,628
28019,MS,Choctaw County,11,157,168
28021,MS,Claiborne County,29,323,352
28023,MS,Clarke County,41,445,486
28025,MS,Clay County,59,552,611
28027,MS,Coahoma County,83,677,760
28029,MS,Copiah County,115,1144,1259
28031,MS,Covington County,66,822,888
28033,MS,DeSoto County,1030,6047,7077
28035,MS,Forrest County,264,2373,2637
28037,MS,Franklin County,26,276,302
28039,MS,George County,40,381,421
28041,MS,Greene County,35,328,363
28043,MS,Grenada County,65,693,758
28045,MS,Hancock County,97,1705,1802
28047,MS,Harrison County,512,4508,5020
28049,MS,Hinds County,1845,15607,17452
28051,MS,Holmes County,54,740,794
28053,MS,Humphreys County,31,306,337
28055,MS,Issaquena County,0,13,13
28057,MS,Itawamba County,26,472,498
28059,MS,Jackson County,377,3621,3998
28061,MS,Jasper County,50,535,585
28063,MS,Jefferson County,29,409,438
28065,MS,Jefferson Davis County,52,453,505
28067,MS,Jones County,163,2006,2169
28069,MS,Kemper County,28,284,312
28071,MS,Lafayette County,213,968,1181
28073,MS,Lamar County,186,1626,1812
28075,MS,Lauderdale County,199,1964,2163
28077,MS,Lawrence County,56,514,570
28079,MS,Leake County,62,544,606
28081,MS,Lee County,212,2370,2582
28083,MS,Leflore County,90,844,934
28085,MS,Lincoln County,148,1045,1193
28087,MS,Lowndes County,184,1789,1973
28089,MS,Madison County,598,4575,5173
28091,MS,Marion County,95,954,1049
28093,MS,Marshall County,148,1383,1531
28095,MS,Monroe County,80,890,970
28097,MS,Montgomery County,19,334,353
28099,MS,Neshoba County,51,447,498
28101,MS,Newton County,53,525,578
28103,MS,Noxubee County,31,380,411
28105,MS,Oktibbeha County,177,920,1097
28107,MS,Panola County,86,960,1046
28109,MS,Pearl River County,171,1927,2098
28111,MS,Perry County,31,379,410
28113,MS,Pike County,134,1393,1527
28115,MS,Pontotoc County,50,595,645
28117,MS,Prentiss County,50,539,589
28119,MS,Quitman County,28,220,248
28121,MS,Rankin County,612,5055,5667
28123,MS,Scott County,72,678,750
28125,MS,Sharkey County,21,182,203
28127,MS,Simpson County,71,880,951
28129,MS,Smith County,38,501,539
28131,MS,Stone County,34,404,438
28133,MS,Sunflower County,88,1042,1130
28135,MS,Tallahatchie County,38,352,390
28137,MS,Tate County,102,856,958
28139,MS,Tippah County,35,537,572
28141,MS,Tishomingo County,35,505,540
28143,MS,Tunica County,56,382,438
28145,MS,Union County,41,587,628
28147,MS,Walthall County,71,675,746
28149,MS,Warren County,141,1498,1639
28151,MS,Washington County,183,1946,2129
28153,MS,Wayne County,54,842,896
28155,MS,Webster County,22,230,252
28157,MS,Wilkinson County,35,329,364
28159,MS,Winston County,51,644,695
28161,MS,Yalobusha County,28,279,307
28163,MS,Yazoo County,81,679,760
30001,MT,Beaverhead County,86,486,572
30003,MT,Big Horn County,59,321,380
30005,MT,Blaine County,34,316,350
30007,MT,Broadwater County,41,232,273
30009,MT,Carbon County,148,780,928
30011,MT,Carter County,26,68,94
30013,MT,Cascade County,500,2588,3088
30015,MT,Chouteau County,60,300,360
30017,MT,Custer County,87,405,492
30019,MT,Daniels County,13,94,107
30021,MT,Dawson County,51,395,446
30023,MT,Deer Lodge County,62,279,341
30025,MT,Fallon County,20,95,115
30027,MT,Fergus County,143,583,726
30029,MT,Flathead County,1042,5824,6866
30031,MT,Gallatin County,1787,6706,8493
30033,MT,Garfield County,24,145,169
30035,MT,Glacier County,50,324,374
30037,MT,Golden Valley County,.,.,60
30039,MT,Granite County,52,254,306
30041,MT,Hill County,97,723,820
30043,MT,Jefferson County,91,482,573
30045,MT,Judith Basin County,38,149,187
30047,MT,Lake County,264,1256,1520
30049,MT,Lewis and Clark County,521,2217,2738
30051,MT,Liberty County,43,209,252
30053,MT,Lincoln County,117,908,1025
30055,MT,McCone County,17,97,114
30057,MT,Madison County,111,699,810
30059,MT,Meagher County,19,93,112
30061,MT,Mineral County,30,196,226
30063,MT,Missoula County,1469,6211,7680
30065,MT,Musselshell County,42,188,230
30067,MT,Park County,215,1249,1464
30069,MT,Petroleum County,14,44,58
30071,MT,Phillips County,64,253,317
30073,MT,Pondera County,35,292,327
30075,MT,Powder River County,37,139,176
30077,MT,Powell County,41,198,239
30079,MT,Prairie County,18,61,79
30081,MT,Ravalli County,419,2401,2820
30083,MT,Richland County,77,292,369
30085,MT,Roosevelt County,73,361,434
30087,MT,Rosebud County,34,187,221
30089,MT,Sanders County,121,633,754
30091,MT,Sheridan County,69,302,371
30093,MT,Silver Bow County,245,1154,1399
30095,MT,Stillwater County,76,398,474
30097,MT,Sweet Grass County,32,345,377
30099,MT,Teton County,68,348,416
30101,MT,Toole County,32,331,363
30103,MT,Treasure County,12,56,68
30105,MT,Valley County,87,340,427
30107,MT,Wheatland County,19,116,135
30109,MT,Wibaux County,.,.,52
30111,MT,Yellowstone County,1192,4753,5945
37001,NC,Alamance County,894,7134,8028
37003,NC,Alexander County,176,2059,2235
37005,NC,Alleghany County,36,749,785
37007,NC,Anson County,107,1107,1214
37009,NC,Ashe County,130,1872,2002
37011,NC,Avery County,88,1389,1477
37013,NC,Beaufort County,132,3647,3779
37015,NC,Bertie County,48,921,969
37017,NC,Bladen County,210,1505,1715
37019,NC,Brunswick County,809,7556,8365
37021,NC,Buncombe County,2705,20586,23291
37023,NC,Burke County,293,4047,4340
37025,NC,Cabarrus County,1375,12100,13475
37027,NC,Caldwell County,361,4306,4667
37029,NC,Camden County,27,391,418
37031,NC,Carteret County,324,5082,5406
37033,NC,Caswell County,82,1004,1086
37035,NC,Catawba County,803,8953,9756
37037,NC,Chatham County,614,3489,4103
37039,NC,Cherokee County,124,1555,1679
37041,NC,Chowan County,46,699,745
37043,NC,Clay County,49,754,803
37045,NC,Cleveland County,492,4404,4896
37047,NC,Columbus County,211,2817,3028
37049,NC,Craven County,295,4695,4990
37051,NC,Cumberland County,1700,10911,12611
37053,NC,Currituck County,127,1431,1558
37055,NC,Dare County,243,4194,4437
37057,NC,Davidson County,605,8976,9581
37059,NC,Davie County,210,2171,2381
37061,NC,Duplin County,156,2592,2748
37063,NC,Durham County,3077,14181,17258
37065,NC,Edgecombe County,172,2892,3064
37067,NC,Forsyth County,1960,19727,21687
37069,NC,Franklin County,372,3411,3783
37071,NC,Gaston County,1323,10128,11451
37073,NC,Gates County,21,394,415
37075,NC,Graham County,35,392,427
37077,NC,Granville County,292,2338,2630
37079,NC,Greene County,54,840,894
37081,NC,Guilford County,3710,31177,34887
37083,NC,Halifax County,135,2622,2757
37085,NC,Harnett County,673,4567,5240
37087,NC,Haywood County,359,3657,4016
37089,NC,Henderson County,606,6558,7164
37091,NC,Hertford County,48,982,1030
37093,NC,Hoke County,208,1739,1947
37095,NC,Hyde County,25,358,383
37097,NC,Iredell County,1164,10573,11737
37099,NC,Jackson County,175,1821,1996
37101,NC,Johnston County,1174,8768,9942
37103,NC,Jones County,29,562,591
37105,NC,Lee County,241,2641,2882
37107,NC,Lenoir County,147,2593,2740
37109,NC,Lincoln County,554,4097,4651
37111,NC,McDowell County,144,2213,2357
37113,NC,Macon County,194,2479,2673
37115,NC,Madison County,125,1533,1658
37117,NC,Martin County,61,1461,1522
37119,NC,Mecklenburg County,9547,70050,79597
37121,NC,Mitchell County,56,1096,1152
37123,NC,Montgomery County,78,1157,1235
37125,NC,Moore County,447,5089,5536
37127,NC,Nash County,448,4290,4738
37129,NC,New Hanover County,1798,15872,17670
37131,NC,Northampton County,46,834,880
37133,NC,Onslow County,579,5806,6385
37135,NC,Orange County,1568,6513,8081
37137,NC,Pamlico County,36,735,771
37139,NC,Pasquotank County,133,1700,1833
37141,NC,Pender County,350,3478,3828
37143,NC,Perquimans County,48,576,624
37145,NC,Person County,210,1965,2175
37147,NC,Pitt County,590,8970,9560
37149,NC,Polk County,111,1333,1444
37151,NC,Randolph County,697,7577,8274
37153,NC,Richmond County,160,1669,1829
37155,NC,Robeson County,695,7282,7977
37157,NC,Rockingham County,455,5097,5552
37159,NC,Rowan County,510,7483,7993
37161,NC,Rutherford County,243,3522,3765
37163,NC,Sampson County,301,2698,2999
37165,NC,Scotland County,138,1390,1528
37167,NC,Stanly County,313,3170,3483
37169,NC,Stokes County,143,2492,2635
37171,NC,Surry County,255,3883,4138
37173,NC,Swain County,57,762,819
37175,NC,Transylvania County,177,2467,2644
37177,NC,Tyrrell County,17,391,408
37179,NC,Union County,1901,14104,16005
37181,NC,Vance County,193,2142,2335
37183,NC,Wake County,11361,54530,65891
37185,NC,Warren County,83,768,851
37187,NC,Washington County,42,736,778
37189,NC,Watauga County,299,3340,3639
37191,NC,Wayne County,399,4058,4457
37193,NC,Wilkes County,222,3955,4177
37195,NC,Wilson County,413,3753,4166
37197,NC,Yadkin County,123,1883,2006
37199,NC,Yancey County,87,1182,1269
38001,ND,Adams County,14,110,124
38003,ND,Barnes County,53,314,367
38005,ND,Benson County,14,135,149
38007,ND,Billings County,.,.,40
38009,ND,Bottineau County,23,210,233
38011,ND,Bowman County,.,.,172
38013,ND,Burke County,15,40,55
38015,ND,Burleigh County,301,1864,2165
38017,ND,Cass County,798,3541,4339
38019,ND,Cavalier County,56,150,206
38021,ND,Dickey County,34,285,319
38023,ND,Divide County,.,.,83
38025,ND,Dunn County,38,116,154
38027,ND,Eddy County,14,74,88
38029,ND,Emmons County,24,240,264
38031,ND,Foster County,.,.,152
38033,ND,Golden Valley County,14,74,88
38035,ND,Grand Forks County,230,1404,1634
38037,ND,Grant County,17,127,144
38039,ND,Griggs County,13,102,115
38041,ND,Hettinger County,20,112,132
38043,ND,Kidder County,18,189,207
38045,ND,LaMoure County,33,196,229
38047,ND,Logan County,18,179,197
38049,ND,McHenry County,22,226,248
38051,ND,McIntosh County,.,.,174
38053,ND,McKenzie County,90,246,336
38055,ND,McLean County,38,285,323
38057,ND,Mercer County,24,228,252
38059,ND,Morton County,126,687,813
38061,ND,Mountrail County,44,145,189
38063,ND,Nelson County,21,157,178
38065,ND,Oliver County,14,39,53
38067,ND,Pembina County,18,214,232
38069,ND,Pierce County,43,213,256
38071,ND,Ramsey County,19,279,298
38073,ND,Ransom County,13,175,188
38075,ND,Renville County,13,74,87
38077,ND,Richland County,80,505,585
38079,ND,Rolette County,41,813,854
38081,ND,Sargent County,33,145,178
38083,ND,Sheridan County,.,.,115
38085,ND,Sioux County,.,.,42
38087,ND,Slope County,.,.,55
38089,ND,Stark County,134,695,829
38091,ND,Steele County,.,.,107
38093,ND,Stutsman County,57,553,610
38095,ND,Towner County,41,130,171
38097,ND,Traill County,31,217,248
38099,ND,Walsh County,46,277,323
38101,ND,Ward County,208,1082,1290
38103,ND,Wells County,21,165,186
38105,ND,Williams County,183,545,728
31001,NE,Adams County,146,1524,1670
31003,NE,Antelope County,46,532,578
31005,NE,Arthur County,.,.,51
31007,NE,Banner County,.,.,86
31009,NE,Blaine County,.,.,72
31011,NE,Boone County,59,466,525
31013,NE,Box Butte County,67,525,592
31015,NE,Boyd County,.,.,184
31017,NE,Brown County,.,.,246
31019,NE,Buffalo County,242,2113,2355
31021,NE,Burt County,39,343,382
31023,NE,Butler County,68,438,506
31025,NE,Cass County,150,913,1063
31027,NE,Cedar County,58,638,696
31029,NE,Chase County,27,341,368
31031,NE,Cherry County,35,655,690
31033,NE,Cheyenne County,37,346,383
31035,NE,Clay County,56,414,470
31037,NE,Colfax County,41,428,469
31039,NE,Cuming County,63,667,730
31041,NE,Custer County,69,824,893
31043,NE,Dakota County,73,544,617
31045,NE,Dawes County,50,397,447
31047,NE,Dawson County,103,976,1079
31049,NE,Deuel County,.,.,108
31051,NE,Dixon County,26,251,277
31053,NE,Dodge County,165,1595,1760
31055,NE,Douglas County,3533,17983,21516
31057,NE,Dundy County,.,.,165
31059,NE,Fillmore County,40,355,395
31061,NE,Franklin County,23,221,244
31063,NE,Frontier County,.,.,161
31065,NE,Furnas County,51,344,395
31067,NE,Gage County,91,965,1056
31069,NE,Garden County,.,.,198
31071,NE,Garfield County,26,237,263
31073,NE,Gosper County,12,118,130
31075,NE,Grant County,16,153,169
31077,NE,Greeley County,18,274,292
31079,NE,Hall County,257,2294,2551
31081,NE,Hamilton County,52,407,459
31083,NE,Harlan County,.,.,203
31085,NE,Hayes County,.,.,100
31087,NE,Hitchcock County,21,279,300
31089,NE,Holt County,96,1252,1348
31091,NE,Hooker County,.,.,104
31093,NE,Howard County,15,369,384
31095,NE,Jefferson County,50,330,380
31097,NE,Johnson County,13,182,195
31099,NE,Kearney County,34,371,405
31101,NE,Keith County,44,554,598
31103,NE,Keya Paha County,.,.,76
31105,NE,Kimball County,21,147,168
31107,NE,Knox County,37,662,699
31109,NE,Lancaster County,1655,10049,11704
31111,NE,Lincoln County,166,1392,1558
31113,NE,Logan County,14,75,89
31115,NE,Loup County,.,.,84
31117,NE,McPherson County,.,.,39
31119,NE,Madison County,175,1704,1879
31121,NE,Merrick County,63,426,489
31123,NE,Morrill County,17,323,340
31125,NE,Nance County,32,212,244
31127,NE,Nemaha County,28,294,322
